,Topic,Words,Frequency,Timestamp,Name
40,43,"wabetainfo, nutzer, messages, chats, einzelchats",1,2019-10-03,43_app_android_google_microsoft
41,52,"mittelmeer, vandendriessche, externalisieren, vlaams, warf",1,2019-10-03,52_mortezai_borschtsch_trigema_ringier
42,59,"trump, illegal, cook, trumps, einwanderer",1,2019-10-03,59_trump_trumps_donald_präsident
43,88,"trocknen, wasser, kurzschlüsse, abtrocknen, entfernen",1,2019-10-03,88_wasser_luft_reinigen_feuchtigkeit
44,112,"porzellan, bulldogge, germanen, porzellanikon, porzellanmuseum",1,2019-10-03,112_germanen_hölderlin_tausendundeine_ka...
45,145,"günther, deutschen, karrenbauer, ostdeutschen, seehofer",2,2019-10-03,145_spd_scholz_karrenbauer_thüringen
46,148,"show, comedy, mockridge, dancer, cleese",2,2019-10-03,148_rtl_fernsehgarten_bauer_orridge
47,152,"100, dollar, apple, microsoft, technologiesektor",1,2019-10-03,152_dollar_milliarden_euro_aktien
48,155,"funkel, trainer, friedhelm, fortuna, bewundere",1,2019-10-03,155_weidinger_dfb_trainer_listerien
49,161,"flensburg, handball, gottfridsson, dhb, viertelfinale",1,2019-10-03,161_handball_dhb_flensburg_werfer
50,171,"lindner, gottfridsson, torhüter, bundesligaduell, watkowiak",2,2019-10-03,171_bayern_trainer_bundesliga_hoeneß
51,-1,"russischen, ebola, zehnkampf, frieze, polizeiruf",19,2019-10-04,-1_wenn_dann_mehr_über
52,0,"miosga, tagesthemen, nachrichtensendung, miosgas, irakischen",8,2019-10-04,0_geschwindigkeitsanzeige_geschwindigkei...
53,1,"geher, morissette, alanis, wörter, brechtisches",1,2019-10-04,1_h3_morissette_alanis_wörter
54,7,"operation, knochenmaterial, operateure, verarbeite, mammut",1,2019-10-04,7_ferrari_hamilton_mercedes_fahrer
55,9,"niederberg, rechthienstraße, nachzupflanzen, agel, baumscheiben",1,2019-10-04,9_feuer_brände_australien_sydney
56,21,"akimenko, barshim, iwanjuk, katarer, ilja",1,2019-10-04,21_tennis_slam_djokovic_weltranglisten
57,27,"netflix, amazon, 2019, comedy, riverdale",1,2019-10-04,27_film_netflix_filme_hollywood
58,32,"aeropostal, fluglinie, aerotelegraph, fluggesellschaft, regionalflugzeugen",2,2019-10-04,32_airlines_flugzeug_flugzeuge_aeroteleg...
59,93,"rechtsnationalisten, brexit, rechtsnationale, dänemark, brüssel",1,2019-10-04,93_brexit_großbritannien_brüssel_britisc...
60,98,"jiangsu, zhenjiang, park, zhejiang, bezaubernd",1,2019-10-04,98_rosen_pflanzen_blüten_garten
61,105,"tat, täters, mordes, tageszeitung, angreifer",1,2019-10-04,105_jährige_cornelia_staatsanwaltschaft_...
62,111,"mall, stadtverwaltung, melbourne, victoria, australischen",1,2019-10-04,111_lockdown_dezember_deutschland_neuinf...
63,114,"rüsselsheim, masche, feuerbachstraße, ergaunern, betrügerband",1,2019-10-04,114_warburg_lübcke_staatsanwaltschaft_wö...
64,115,"mieter, zr, mietvertrag, vermieter, obergrenze",2,2019-10-04,115_mieter_vermieter_miete_mietvertrag
65,128,"schwanitz, leichtathletik, mama, medaillensatz, medaillenlisten",1,2019-10-04,128_instagram_mutter_mode_immer
66,142,"bendrick, ag, klempnermeister, schmidt, dachdecker",1,2019-10-04,142_muschter_000_100_eigenkapital
67,145,"böhmermann, spd, kreisverband, einladung, überweise",1,2019-10-04,145_spd_scholz_karrenbauer_thüringen
68,148,"schlönvoigt, 15, rtl, geburtstagssause, zwillingsgeschwisterpärchen",1,2019-10-04,148_rtl_fernsehgarten_bauer_orridge
69,152,"schulden, china, wirtschaftsleistung, dollar, kreditexpansion",2,2019-10-04,152_dollar_milliarden_euro_aktien
70,159,"fc, liverpool, samstag, league, ligue",1,2019-10-04,159_liverpool_fc_manchester_champions
71,177,"darida, lukebakio, herthas, köln, düsseldorfer",1,2019-10-04,177_bundesliga_köln_trainer_fußball
72,-1,"schach, janssen, lobo, upstalsboom, werling",22,2019-10-05,-1_wenn_dann_mehr_über
73,0,"nagelsmann, hoffenheim, debit, kreditrahmen, reformdruck",9,2019-10-05,0_geschwindigkeitsanzeige_geschwindigkei...
74,24,"göschl, eberl, huber, sattelschlepper, bundesstraße",1,2019-10-05,24_schillerstraße_gottesdienste_gottesdi...
75,25,"travis, scott, naidoo, rapper, beziehungsbombe",1,2019-10-05,25_cannon_rtl_mannheims_travis
76,27,"rambo, film, joker, joaquin, kino",3,2019-10-05,27_film_netflix_filme_hollywood
77,32,"flugbereitschaft, seehofer, flugzeugpanne, regierungsfliegers, regierungsjet",1,2019-10-05,32_airlines_flugzeug_flugzeuge_aeroteleg...
78,49,"hp, gigabyte, testgerät, touchpad, zentimeter",1,2019-10-05,49_smartphone_apple_iphone_smartphones
79,59,"trump, ukraineaffäre, machtmissbrauch, trumps, selbstherrlichen",1,2019-10-05,59_trump_trumps_donald_präsident
80,62,"türkei, türkischen, syrien, syrischen, kurden",1,2019-10-05,62_türkei_erdogan_türkische_türkischen
81,71,"klosterhalfen, kipkemboi, kenianerinnen, leichtathletik, europarekord",1,2019-10-05,71_biathlon_geiger_vierschanzentournee_o...
82,80,"philologenverband, württemberg, anstellung, einstellungszusage, referendariat",1,2019-10-05,80_schulen_schule_lehrer_unterricht
83,103,"abbey, album, beatles, band, mccartney",1,2019-10-05,103_beethoven_musik_beethovens_oper
84,128,"katzenberger, cordalis, daniela, schwanitz, mieze",2,2019-10-05,128_instagram_mutter_mode_immer
85,145,"röckemann, warburg, landesverband, parteitag, westfälischen",1,2019-10-05,145_spd_scholz_karrenbauer_thüringen
86,155,"foodwatch, wurst, verbraucherorganisation, niederlanden, waldecker",1,2019-10-05,155_weidinger_dfb_trainer_listerien
87,165,"hoffenheim, league, offensivformation, bayern, abwehrzentrum",1,2019-10-05,165_demme_moritz_siebert_league
88,177,"serdar, köln, oczipka, königsblauen, pfosten",1,2019-10-05,177_bundesliga_köln_trainer_fußball
89,-1,"schäfer, scheder, platini, wegner, eintracht",17,2019-10-06,-1_wenn_dann_mehr_über
90,0,"miosga, tagesthemen, nachrichtensendung, kinowelt, miosgas",11,2019-10-06,0_geschwindigkeitsanzeige_geschwindigkei...
91,7,"motogp, weltmeister, quartararo, rennklasse, moto2",1,2019-10-06,7_ferrari_hamilton_mercedes_fahrer
92,39,"donbass, ukraine, selenskyj, kiew, ukrainische",1,2019-10-06,39_lukaschenko_belarus_proteste_tichanow...
93,43,"hacker, microsoft, angriffe, wahlkampfteam, cyber",1,2019-10-06,43_app_android_google_microsoft
94,49,"thinkpad, 4k, smartphone, apple, iphone",2,2019-10-06,49_smartphone_apple_iphone_smartphones
95,59,"trump, amtsenthebungsverfahren, selenskyj, bidens, trumps",1,2019-10-06,59_trump_trumps_donald_präsident
96,89,"heißluftballon, pilot, fallschirm, ballons, ballonkorb",1,2019-10-06,89_lehmann_mälzer_henssler_yelp
97,94,"seehofer, türkei, migrationskommissar, undesinnenminister, avramopoulos",1,2019-10-06,94_ungarn_brüssel_ungarns_ungarische
98,105,"kitzbühel, 25, einliegerwohnung, bruder, freundin",2,2019-10-06,105_jährige_cornelia_staatsanwaltschaft_...
99,112,"pluszeichen, 99, korrekturanmerkung, 54, köpfchen",1,2019-10-06,112_germanen_hölderlin_tausendundeine_ka...
100,128,"elton, diana, lohan, miley, mcadams",4,2019-10-06,128_instagram_mutter_mode_immer
101,131,"daiana, favela, ballettschule, ballett, mädchen",1,2019-10-06,131_daiana_sylvie_ballett_zizi
102,145,"seehofer, brinkhaus, seehofers, schuster, vorstoß",1,2019-10-06,145_spd_scholz_karrenbauer_thüringen
103,152,"münchner, bierleichen, festleitung, festleiter, volksfestpublikum",1,2019-10-06,152_dollar_milliarden_euro_aktien
104,156,"gerstl, gerstls, schönberg, wiener, 1908",1,2019-10-06,156_osthaus_gerstl_wiener_gerstls
105,176,"ogier, rennfahrer, rallye, motorsport, weltmeister",1,2019-10-06,176_cook_condor_2019_löwisch
106,177,"sieg, trainer, nürnberg, feingeister, dresden",1,2019-10-06,177_bundesliga_köln_trainer_fußball
107,-1,"sternberger, arendt, arendts, sternbergers, geldpolitik",23,2019-10-07,-1_wenn_dann_mehr_über
108,0,"irakischen, trauerzug, irakische, qasem, bagdads",8,2019-10-07,0_geschwindigkeitsanzeige_geschwindigkei...
109,27,"dead, serie, amazon, video, auskopplungen",1,2019-10-07,27_film_netflix_filme_hollywood
110,43,"pischke, scherer, sonderdienste, abkassiermasche, musterbrief",1,2019-10-07,43_app_android_google_microsoft
111,48,"twitch, ninja, mixer, microsoft, gaming",1,2019-10-07,48_xbox_playstation_microsoft_games
112,55,"nordkorea, pjöngjang, stockholm, nordkoreanische, atomprogramm",1,2019-10-07,55_nordkorea_südkorea_nordkoreanischen_n...
113,62,"türkei, türkische, syrischen, nordsyrien, türkischen",2,2019-10-07,62_türkei_erdogan_türkische_türkischen
114,76,"alpen, gletscher, bergführer, mont, lawine",1,2019-10-07,76_lawine_bergrettung_schneemassen_alpen
115,100,"motorradfahrer, mustang, friedberger, autofahrer, breuberg",2,2019-10-07,100_unfall_a3_jährige_krankenhaus
116,101,"baustelle, westkreuz, frankfurt, abstellplatz, eschborn",1,2019-10-07,101_bahn_baustelle_frankfurt_aldred
117,102,"hamburg, fluggesellschaft, airco, flugkapitäne, geburtstagstorte",1,2019-10-07,102_bahn_frankfurt_straße_ice
118,103,"mtv, bildplus, live, show, springer",2,2019-10-07,103_beethoven_musik_beethovens_oper
119,105,"kitzbühel, foodwatch, abbey, keimbelastete, 25",1,2019-10-07,105_jährige_cornelia_staatsanwaltschaft_...
120,121,"kerosinsteuer, klimaschutz, wegnimmt, menschheitsgeschichte, wirksamen",1,2019-10-07,121_klimaschutz_hildebrand_energiewende_...
121,134,"hif, krebsarten, forschung, nobelpreis, impfstoff",1,2019-10-07,134_impfstoff_biontech_19_virus
122,142,"2030, niedersachsen, 000, emsland, bentheim",1,2019-10-07,142_muschter_000_100_eigenkapital
123,152,"maschinenbauerverband, vormonatswert, industriekonjunktur, auftragszahlen, exportorientierte",1,2019-10-07,152_dollar_milliarden_euro_aktien
124,-1,"hitzlsperger, gängeviertel, dsw, wollscheid, reederei",22,2019-10-08,-1_wenn_dann_mehr_über
125,0,"schweiz, schweizer, russland, russischen, bundesrat",8,2019-10-08,0_geschwindigkeitsanzeige_geschwindigkei...
126,3,"fluggastrechte, schlichtungsstelle, app, forderungstext, mailprogramm",1,2019-10-08,3_podcast_app_19_umeinen
127,6,"erhardt, göttinger, heinz, dobermann, biederer",1,2019-10-08,6_bryant_gestorben_tod_wallow
128,14,"astron, astro, helium, urknall, kernkraft",1,2019-10-08,14_neutrinos_planeten_kometen_quarks
129,32,"canada, 767, boeing, flightglobal, flughöhe",1,2019-10-08,32_airlines_flugzeug_flugzeuge_aeroteleg...
130,41,"breakpoint, shooter, bugs, spieler, ghost",1,2019-10-08,41_roblox_spieler_kasparov_scrabble
131,59,"trump, republikaner, kurden, trumps, republikanischen",1,2019-10-08,59_trump_trumps_donald_präsident
132,71,"hawaii, ironman, triathlon, triathletinnen, frauen",1,2019-10-08,71_biathlon_geiger_vierschanzentournee_o...
133,82,"vegane, hildmann, physikstudium, kochbuchautoren, wittershagen",1,2019-10-08,82_tiere_fleisch_wolf_elefanten
134,88,"bügeleisen, cremereste, putzschwamm, schleifklotz, mikrofasertuch",1,2019-10-08,88_wasser_luft_reinigen_feuchtigkeit
135,89,"elbphilharmonie, cd, lohengrin, singt, musikhochschule",1,2019-10-08,89_lehmann_mälzer_henssler_yelp
136,92,"mäuse, tagaktive, futterbasis, turmfalke, obstgarten",1,2019-10-08,92_brotkäfer_insekten_nest_wespen
137,100,"diefenbach, limburg, unfall, rammte, krachen",1,2019-10-08,100_unfall_a3_jährige_krankenhaus
138,103,"cinemaxx, kinowelt, giovanni, castonovo, alagna",1,2019-10-08,103_beethoven_musik_beethovens_oper
139,105,"geschossen, polizeibekannte, hantiert, einschlägig, einsatz",1,2019-10-08,105_jährige_cornelia_staatsanwaltschaft_...
140,117,"gessner, bauhaus, gessners, bauhauses, weimar",1,2019-10-08,117_gessner_musterhaus_vodafone_thyssen
141,128,"jannine, jannines, thailand, mama, mutter",1,2019-10-08,128_instagram_mutter_mode_immer
142,145,"scheuer, karrenbauer, bundeswehr, süddeutsche, bundestag",2,2019-10-08,145_spd_scholz_karrenbauer_thüringen
143,152,"bestellungen, bundeswirtschaftsministerium, commerzbank, auftragsflaute, auftragszahlen",1,2019-10-08,152_dollar_milliarden_euro_aktien
144,-1,"bobic, schwochow, deutschland, serdar, sauna",21,2019-10-09,-1_wenn_dann_mehr_über
145,0,"asad, luftwaffenstützpunkt, iranischen, breest, zentralkommando",8,2019-10-09,0_geschwindigkeitsanzeige_geschwindigkei...
146,15,"abtreibung, präjudizienbindung, präjudizienlehre, decisis, abtreibungsrechtsprechung",1,2019-10-09,15_politische_politik_politikerin_politi...
147,27,"joker, batman, comic, joaquin, clown",1,2019-10-09,27_film_netflix_filme_hollywood
148,39,"irak, iraker, irakisch, einschüchterung, irakischen",1,2019-10-09,39_lukaschenko_belarus_proteste_tichanow...
149,43,"standardpasswort, hacker, hackerattacken, glaciers, autozentriert",1,2019-10-09,43_app_android_google_microsoft
150,49,"10, 9x, updates, android, smartphones",1,2019-10-09,49_smartphone_apple_iphone_smartphones
151,59,"blockierte, biden, amtsenthebungsverfahren, twitter, gesetzeslosigkeit",1,2019-10-09,59_trump_trumps_donald_präsident
152,62,"türkei, türkische, türkischen, syrien, kurden",2,2019-10-09,62_türkei_erdogan_türkische_türkischen
153,73,"kundenzentrierung, bodmeier, optimierung, centricity, morys",1,2019-10-09,73_viele_zeit_menschen_mehr
154,80,"messerstechers, turnvereine, messerattentat, kampfkunst, grundkurs",1,2019-10-09,80_schulen_schule_lehrer_unterricht
155,102,"schaeffler, herzogenaurach, schließtage, wälzlager, industriesparte",1,2019-10-09,102_bahn_frankfurt_straße_ice
156,103,"erotikstars, stripshows, erotikmesse, sex, dildo",1,2019-10-09,103_beethoven_musik_beethovens_oper
157,107,"nobelpreis, stockholm, chemie, enzymforscherin, radium",1,2019-10-09,107_tesla_auto_volkswagen_fahrzeuge
158,114,"combat, blood, sprengstoffanschlägen, volksfront, rechtsextreme",1,2019-10-09,114_warburg_lübcke_staatsanwaltschaft_wö...
159,115,"mieter, aufrechnen, barkaution, aufrechnung, klageerhebung",1,2019-10-09,115_mieter_vermieter_miete_mietvertrag
160,156,"matisse, louvre, maori, 1906, schnitzwerk",2,2019-10-09,156_osthaus_gerstl_wiener_gerstls
161,162,"mustafi, osthesse, unai, spitzenclub, ligapokal",1,2019-10-09,162_basaksehir_klub_klubs_trainer
162,174,"identitäre, verfassungsschutz, verfassungsschutzbericht, verwaltungsgerichts, freiheitlich",1,2019-10-09,174_rapper_baron_rap_harich
163,178,"bvb, havertz, borussia, gnabry, neulinge",1,2019-10-09,178_borussia_haaland_lucien_erling
164,-1,"ahearn, 7t, synagoge, deutschland, juden",19,2019-10-10,-1_wenn_dann_mehr_über
165,0,"züge, ice, lukaschenko, reservierungspflicht, belarus",11,2019-10-10,0_geschwindigkeitsanzeige_geschwindigkei...
166,10,"tschernobyl, reaktor, strahlung, kontrollraum, unglücksreaktor",1,2019-10-10,10_explosion_brand_feuer_ammoniumnitrat
167,39,"russische, russischen, kasjanow, protschetschenischer, geiseldrama",1,2019-10-10,39_lukaschenko_belarus_proteste_tichanow...
168,43,"facebook, glücksspiel, minderjährige, einsortiert, guardian",2,2019-10-10,43_app_android_google_microsoft
169,51,"schnauze, long, schneeweißes, sanftmütiger, kambourian",1,2019-10-10,51_hund_hunde_wölfe_hunden
170,52,"verbrechen, tarnidentitäten, privatagenten, hinterziehen, bochum",1,2019-10-10,52_mortezai_borschtsch_trigema_ringier
171,54,"justizreformen, klage, regelwerk, gerichtshof, disziplinarkammer",1,2019-10-10,54_disziplinarkammer_barańska_parchimowi...
172,71,"biles, seitz, ervin, gehockter, pappaufsteller",1,2019-10-10,71_biathlon_geiger_vierschanzentournee_o...
173,75,"forstwirtschaft, plantagensterben, waldsystemen, waldumbau, waldsterben",1,2019-10-10,75_wald_plettenberg_ibisch_holz
174,88,"reinigen, wasserhähne, entleeren, gartenschlauch, ventil",2,2019-10-10,88_wasser_luft_reinigen_feuchtigkeit
175,114,"wiegand, katz, seehofer, wiedersdorf, schuster",1,2019-10-10,114_warburg_lübcke_staatsanwaltschaft_wö...
176,128,"schönheitsideal, frauen, top100, instagram, sanduhrfigur",3,2019-10-10,128_instagram_mutter_mode_immer
177,142,"portfolio, hausinvest, millenium, immobilienpreise, fremdkapital",1,2019-10-10,142_muschter_000_100_eigenkapital
178,144,"homburger, oberbürgermeister, postareals, zentrenkonzept, homburgerinnen",1,2019-10-10,144_zeitumstellung_volksbank_bedford_str...
179,152,"dollar, kurszuwachs, batteriespezialisten, präzisionsmedizin, celmatix",1,2019-10-10,152_dollar_milliarden_euro_aktien
180,178,"estland, gnabry, bvb, dortmund, havertz",1,2019-10-10,178_borussia_haaland_lucien_erling
181,-1,"boateng, nüsken, lithium, zech, bewerber",18,2019-10-18,-1_wenn_dann_mehr_über
182,0,"türkei, erdogan, kurdenmilizen, türkische, waffenruhe",10,2019-10-18,0_geschwindigkeitsanzeige_geschwindigkei...
183,6,"oracle, ellison, konzernchefin, unternehmenssprecherin, hervorragenden",1,2019-10-18,6_bryant_gestorben_tod_wallow
184,28,"qatar, skyteam, flugzeit, airlines, allianz",2,2019-10-18,28_lufthansa_airlines_airline_jetlines
185,32,"737, lufthansa, ufo, flugeigenschaften, flugbegleiter",3,2019-10-18,32_airlines_flugzeug_flugzeuge_aeroteleg...
186,34,"delegierter, parteitag, rede, zukämen, abgrenzungskurs",1,2019-10-18,34_markus_merkel_spahn_österreich
187,43,"gesichtsentsperrung, sicherheitsrisiko, ausschalten, google, smartphone",1,2019-10-18,43_app_android_google_microsoft
188,49,"samsung, smartphone, apple, iphone, google",1,2019-10-18,49_smartphone_apple_iphone_smartphones
189,59,"kurden, trump, türkei, türkische, türkischen",3,2019-10-18,59_trump_trumps_donald_präsident
190,61,"helikoptergeld, draghi, inflation, geldpolitisch, wirtschaftsabteilung",1,2019-10-18,61_jefferson_matisse_benedict_saillard
191,73,"scheißdreck, arschlöcher, mansplainings, knicker, diskursverweigerer",1,2019-10-18,73_viele_zeit_menschen_mehr
192,93,"nordmazedonien, brexit, beitrittsgespräche, westbalkan, tusk",1,2019-10-18,93_brexit_großbritannien_brüssel_britisc...
193,95,"sahnejoghurt, joghurtdeckel, molkerei, joghurt, sahnejoghurts",1,2019-10-18,95_salz_butter_zucker_kochen
194,120,"erkrankungen, brustschmerzen, lungenschädigungen, hauptwirkstoff, giftinformationszentren",1,2019-10-18,120_infektionen_neuinfektionen_coronavir...
195,135,"barcelona, separatistenführer, madrid, spanische, marlaska",1,2019-10-18,135_barcelona_madrid_spanischen_kataloni...
196,145,"bundestagsverwaltung, parteiaufgaben, fraktionen, verschickt, bundestagsplenum",1,2019-10-18,145_spd_scholz_karrenbauer_thüringen
197,148,"filmförderung, film, filme, hessischen, dolchstoßlegenden",1,2019-10-18,148_rtl_fernsehgarten_bauer_orridge
198,166,"erzgebirge, nazarov, hochscheidt, nürnberger, sörensen",1,2019-10-18,166_bayern_werder_wolfsburg_bundesliga
199,-1,"csu, frauenquote, parteitag, frauen, parteireform",17,2019-10-19,-1_wenn_dann_mehr_über
200,0,"dietzenbach, tour, nintendo, rekowski, schwarzburgschule",9,2019-10-19,0_geschwindigkeitsanzeige_geschwindigkei...
201,4,"workout, workouts, fitness, lieblingssong, übungen",1,2019-10-19,4_fitness_übungen_workout_workouts
202,7,"prost, mercedes, ferrari, mansell, boss",1,2019-10-19,7_ferrari_hamilton_mercedes_fahrer
203,13,"nasa, astronauten, raumstation, raumfahrt, astronautinnen",1,2019-10-19,13_nasa_spacex_astronauten_raumstation
204,27,"cinema, hd, receiver, 2019, film",1,2019-10-19,27_film_netflix_filme_hollywood
205,32,"airlines, austrian, swiss, sheremetyevo, netzwerkairlines",1,2019-10-19,32_airlines_flugzeug_flugzeuge_aeroteleg...
206,39,"kataloniens, katalanische, katalonien, guerillakrieg, barbarische",1,2019-10-19,39_lukaschenko_belarus_proteste_tichanow...
207,40,"5g, anwendungsfälle, kuscht, systemkonform, kotau",1,2019-10-19,40_5g_telekom_ametsreiter_fritzbox
208,43,"messenger, gesichtserkennung, smartphone, jabber, google",2,2019-10-19,43_app_android_google_microsoft
209,59,"clinton, trump, guzmán, lópez, gabbards",2,2019-10-19,59_trump_trumps_donald_präsident
210,61,"berlioz, feldzug, florenz, gesungen, mexiko",1,2019-10-19,61_jefferson_matisse_benedict_saillard
211,62,"türkei, türkische, türkischen, kurdische, kurden",2,2019-10-19,62_türkei_erdogan_türkische_türkischen
212,89,"lombardi, ding, rhönrad, laufstegtrainer, schwell",1,2019-10-19,89_lehmann_mälzer_henssler_yelp
213,95,"tomatenparfait, mozzarellakugeln, abschmecken, mozzarella, tomate",1,2019-10-19,95_salz_butter_zucker_kochen
214,102,"taunusbahn, denfeld, brandoberndorf, friedrichsdorf, schnellumbauzug",1,2019-10-19,102_bahn_frankfurt_straße_ice
215,145,"schmidt, kreuz, grundwertekommission, jugendirrtum, gesamtstaatlicher",1,2019-10-19,145_spd_scholz_karrenbauer_thüringen
216,148,"netflixserie, kreativkopf, federick, rhue, zeitgema",1,2019-10-19,148_rtl_fernsehgarten_bauer_orridge
217,158,"verlage, verlag, verlagspreis, buchmesse, buchgesellschaft",1,2019-10-19,158_lagerfeld_spahn_roman_coetzee
218,159,"teammanager, watford, manchester, fc, chelsea",1,2019-10-19,159_liverpool_fc_manchester_champions
219,162,"bvb, auskuriertem, siegtorschützen, kader, sturmspitze",1,2019-10-19,162_basaksehir_klub_klubs_trainer
220,177,"rönnow, sieg, frederik, bayer, dazn",1,2019-10-19,177_bundesliga_köln_trainer_fußball
221,-1,"brandt, jagland, willy, boohoo, war",19,2019-10-20,-1_wenn_dann_mehr_über
222,0,"gletscher, stürzenberger, alpengletscher, ostalpen, gabbard",14,2019-10-20,0_geschwindigkeitsanzeige_geschwindigkei...
223,10,"frankfurt, zündeln, sachverhalts, bundesanstalt, fahndung",1,2019-10-20,10_explosion_brand_feuer_ammoniumnitrat
224,21,"ostapenko, görges, turniersieg, luxemburg, sorana",1,2019-10-20,21_tennis_slam_djokovic_weltranglisten
225,26,"murot, hawks, sheriff, western, kämpfe",1,2019-10-20,26_mboro_schädel_mbembe_elsässer
226,27,"solofilm, morbius, sequel, sonys, filme",1,2019-10-20,27_film_netflix_filme_hollywood
227,70,"hansgrohe, spitzenfahrern, bergankunft, tagessieg, deceuninck",1,2019-10-20,70_tour_roglic_pogacar_trikot
